zipcode,city,county,ziptype
76540,Killeen,Bell,Box
76541,Killeen,Bell,Standard
76542,Killeen,Bell,Standard
76543,Killeen,Bell,Standard
76544,Hood,Bell,Standard
76547,Killeen,Bell,Box
76548,Heights,Bell,Standard
76549,Killeen,Bell,Standard
76550,Lampasas,Lampasas,Standard
76554,Academy,Bell,Standard
76556,Milano,Milam,Standard
76557,Moody,Mclennan,Standard
76558,Mound,Coryell,Box
76559,Nolanville,Bell,Standard
76561,Oglesby,Coryell,Standard
76564,Pendleton,Bell,Box
76565,Pottsville,Hamilton,Standard
76566,Purmela,Coryell,Standard
76567,Rockdale,Milam,Standard
76569,Rogers,Bell,Standard
76570,Rosebud,Falls,Standard
76571,Salado,Bell,Standard
76573,Schwertner,Williamson,Box
76574,Taylor,Williamson,Standard
76577,Thorndale,Milam,Standard
76578,Thrall,Williamson,Standard
76579,Troy,Bell,Standard
76596,Gatesville,Coryell,Unique
76597,Gatesville,Coryell,Unique
76598,Gatesville,Coryell,Unique
76599,Gatesville,Coryell,Unique
76621,Abbott,Hill,Standard
76622,Aquilla,Hill,Standard
76623,Avalon,Ellis,Box
76624,Axtell,Mclennan,Standard
76626,Grove,Navarro,Standard
76627,Blum,Hill,Standard
76628,Brandon,Hill,Box
76629,Bremond,Robertson,Standard
76630,Bruceville,Mclennan,Standard
76631,Bynum,Hill,Standard
76632,Chilton,Falls,Standard
76633,Spring,Mclennan,Standard
76634,Clifton,Bosque,Standard
76635,Coolidge,Limestone,Standard
76636,Covington,Hill,Standard
76637,Gap,Bosque,Standard
76638,Crawford,Mclennan,Standard
76639,Dawson,Navarro,Standard
76640,Mott,Mclennan,Standard
76641,Frost,Navarro,Standard
76642,Groesbeck,Limestone,Standard
76643,Hewitt,Mclennan,Standard
76644,Park,Bosque,Box
76645,Hillsboro,Hill,Standard
76648,Hubbard,Hill,Standard
76649,Iredell,Bosque,Standard
76650,Irene,Hill,Box
76651,Italy,Ellis,Standard
76652,Kopperl,Bosque,Standard
76653,Kosse,Limestone,Standard
76654,Leroy,Mclennan,Box
76655,Lorena,Mclennan,Standard
76656,Lott,Falls,Standard
76657,Gregor,Mclennan,Standard
76660,Malone,Hill,Standard
76661,Marlin,Falls,Standard
76664,Mart,Mclennan,Standard
76665,Meridian,Bosque,Standard
76666,Mertens,Hill,Standard
76667,Mexia,Limestone,Standard
76670,Milford,Ellis,Standard
76671,Morgan,Bosque,Standard
76673,Calm,Hill,Standard
76676,Penelope,Hill,Standard
76678,Hill,Limestone,Standard
76679,Purdon,Navarro,Standard
76680,Reagan,Falls,Standard
76681,Richland,Navarro,Standard
76682,Riesel,Mclennan,Standard
76684,Ross,Mclennan,Box
76685,Satin,Falls,Standard
76686,Tehuacana,Limestone,Box
76687,Thornton,Limestone,Standard
76689,Mills,Bosque,Standard
76690,Springs,Bosque,Standard
76691,West,Mclennan,Standard
76692,Whitney,Hill,Standard
76693,Wortham,Freestone,Standard
76701,Waco,Mclennan,Standard
76702,Waco,Mclennan,Box
76703,Waco,Mclennan,Box
76704,Waco,Mclennan,Standard
76705,Waco,Mclennan,Standard
76706,Waco,Mclennan,Standard
76707,Waco,Mclennan,Standard
76708,Waco,Mclennan,Standard
76710,Waco,Mclennan,Standard
76711,Waco,Mclennan,Standard
76712,Woodway,Mclennan,Standard
76714,Waco,Mclennan,Box
76715,Waco,Mclennan,Box
76716,Waco,Mclennan,Box
76797,Waco,Mclennan,Unique
76798,Waco,Mclennan,Standard
76799,Waco,Mclennan,Unique
76801,Brownwood,Brown,Standard
76802,Early,Brown,Standard
76803,Early,Brown,Box
76804,Brownwood,Brown,Box
76820,Art,Mason,Standard
76821,Ballinger,Runnels,Standard
76823,Bangs,Brown,Standard
76824,Bend,Saba,Box
76825,Brady,Mcculloch,Standard
76827,Brookesmith,Brown,Standard
76828,Burkett,Coleman,Standard
76831,Castell,Llano,Standard
76832,Cherokee,Saba,Standard
76834,Coleman,Coleman,Standard
76836,Doole,Mcculloch,Standard
76837,Eden,Concho,Standard
76841,Kavett,Menard,Standard
76842,Fredonia,Mason,Standard
76844,Goldthwaite,Mills,Standard
76845,Gouldbusk,Coleman,Standard
76848,Hext,Menard,Standard
76849,Junction,Kimble,Standard
76852,Lohn,Mcculloch,Standard
76853,Lometa,Lampasas,Standard
76854,London,Kimble,Standard
76855,Lowake,Concho,Box
76856,Mason,Mason,Standard
76857,May,Brown,Standard
76858,Melvin,Mcculloch,Standard
76859,Menard,Menard,Standard
76861,Miles,Runnels,Standard
76862,Millersview,Concho,Standard
76864,Mullin,Mills,Standard
76865,Norton,Runnels,Standard
76866,Rock,Concho,Standard
76869,Pontotoc,Mason,Standard
76870,Priddy,Mills,Standard
76871,Springs,Saba,Standard
76872,Rochelle,Mcculloch,Standard
76873,Rockwood,Coleman,Standard
76874,Roosevelt,Kimble,Standard
76875,Rowena,Runnels,Standard
76877,Saba,Saba,Standard
76878,Anna,Coleman,Standard
76880,Star,Mills,Box
76882,Talpa,Coleman,Standard
76883,Telegraph,Edwards,Standard
76884,Valera,Coleman,Standard
76885,Spring,Llano,Standard
76886,Veribest,Green,Box
76887,Voca,Mcculloch,Standard
76888,Voss,Coleman,Standard
76890,Zephyr,Brown,Standard
76901,Angelo,Green,Standard
76902,Angelo,Green,Box
76903,Angelo,Green,Standard
76904,Angelo,Green,Standard
76905,Angelo,Green,Standard
76906,Angelo,Green,Box
76908,AFB,Green,Standard
76909,Angelo,Green,Unique
76930,Barnhart,Irion,Box
76932,Lake,Reagan,Standard
76933,Bronte,Coke,Standard
76934,Carlsbad,Green,Standard
76935,Christoval,Green,Standard
76936,Eldorado,Schleicher,Standard
76937,Eola,Concho,Standard
76939,Knickerbocker,Green,Box
76940,Mereta,Green,Standard
76941,Mertzon,Irion,Standard
76943,Ozona,Crockett,Standard
76945,Lee,Coke,Standard
76949,Silver,Coke,Standard
76950,Sonora,Sutton,Standard
76951,City,Sterling,Standard
76953,Tennyson,Coke,Box
76955,Vancourt,Green,Standard
76957,Wall,Green,Standard
76958,Valley,Green,Box
77001,Houston,Harris,Box
77002,Houston,Harris,Standard
77003,Houston,Harris,Standard
77004,Houston,Harris,Standard
77005,Houston,Harris,Standard
77006,Houston,Harris,Standard
77007,Houston,Harris,Standard
77008,Houston,Harris,Standard
77009,Houston,Harris,Standard
77010,Houston,Harris,Standard
77011,Houston,Harris,Standard
77012,Houston,Harris,Standard
77013,Houston,Harris,Standard
77014,Houston,Harris,Standard
77015,Houston,Harris,Standard
77016,Houston,Harris,Standard
77017,Houston,Harris,Standard
77018,Houston,Harris,Standard
77019,Houston,Harris,Standard
77020,Houston,Harris,Standard
77021,Houston,Harris,Standard
77022,Houston,Harris,Standard
77023,Houston,Harris,Standard
77024,Houston,Harris,Standard
77025,Houston,Harris,Standard
77026,Houston,Harris,Standard
77027,Houston,Harris,Standard
77028,Houston,Harris,Standard
77029,Houston,Harris,Standard
77030,Houston,Harris,Standard
77031,Houston,Harris,Standard
77032,Houston,Harris,Standard
77033,Houston,Harris,Standard
77034,Houston,Harris,Standard
77035,Houston,Harris,Standard
77036,Houston,Harris,Standard
77037,Houston,Harris,Standard
77038,Houston,Harris,Standard
77039,Houston,Harris,Standard
77040,Houston,Harris,Standard
77041,Houston,Harris,Standard
77042,Houston,Harris,Standard
77043,Houston,Harris,Standard
77044,Houston,Harris,Standard
77045,Houston,Harris,Standard
77046,Houston,Harris,Standard
77047,Houston,Harris,Standard
77048,Houston,Harris,Standard
77049,Houston,Harris,Standard
77050,Houston,Harris,Standard
77051,Houston,Harris,Standard
77052,Houston,Harris,Box
77053,Houston,Bend,Standard
77054,Houston,Harris,Standard
77055,Houston,Harris,Standard
77056,Houston,Harris,Standard
77057,Houston,Harris,Standard
77058,Houston,Harris,Standard
77059,Houston,Harris,Standard
77060,Houston,Harris,Standard
77061,Houston,Harris,Standard
77062,Houston,Harris,Standard
77063,Houston,Harris,Standard
77064,Houston,Harris,Standard
77065,Houston,Harris,Standard
77066,Houston,Harris,Standard
77067,Houston,Harris,Standard
77068,Houston,Harris,Standard
77069,Houston,Harris,Standard
77070,Houston,Harris,Standard
77071,Houston,Harris,Standard
77072,Houston,Harris,Standard
77073,Houston,Harris,Standard
77074,Houston,Harris,Standard
77075,Houston,Harris,Standard
77076,Houston,Harris,Standard
77077,Houston,Harris,Standard
77078,Houston,Harris,Standard
77079,Houston,Harris,Standard
77080,Houston,Harris,Standard
77081,Houston,Harris,Standard
77082,Houston,Harris,Standard
77083,Houston,Harris,Standard
77084,Houston,Harris,Standard
77085,Houston,Harris,Standard
77086,Houston,Harris,Standard
77087,Houston,Harris,Standard
77088,Houston,Harris,Standard
77089,Houston,Harris,Standard
77090,Houston,Harris,Standard
77091,Houston,Harris,Standard
77092,Houston,Harris,Standard
77093,Houston,Harris,Standard
77094,Houston,Harris,Standard
77095,Houston,Harris,Standard
77096,Houston,Harris,Standard
77098,Houston,Harris,Standard
77099,Houston,Harris,Standard
77201,Houston,Harris,Standard
77202,Houston,Harris,Box
77203,Houston,Harris,Box
77204,Houston,Harris,Unique
77205,Houston,Harris,Box
77206,Houston,Harris,Box
77207,Houston,Harris,Box
77208,Houston,Harris,Box
77209,Houston,Harris,Unique
77210,Houston,Harris,Box
77212,Houston,Harris,Unique
77213,Houston,Harris,Box
77215,Houston,Harris,Box
77216,Houston,Harris,Unique
77217,Houston,Harris,Box
77218,Houston,Harris,Box
77219,Houston,Harris,Box
77220,Houston,Harris,Box
77221,Houston,Harris,Box
77222,Houston,Harris,Box
77223,Houston,Harris,Box
77224,Houston,Harris,Box
77225,Houston,Harris,Box
77226,Houston,Harris,Box
77227,Houston,Harris,Box
77228,Houston,Harris,Box
77229,Houston,Harris,Box
77230,Houston,Harris,Box
77231,Houston,Harris,Box
77233,Houston,Harris,Box
77234,Houston,Harris,Box
77235,Houston,Harris,Box
77236,Houston,Harris,Box
77237,Houston,Harris,Box
77238,Houston,Harris,Box
77240,Houston,Harris,Box
77241,Houston,Harris,Box
77242,Houston,Harris,Box
77243,Houston,Harris,Box
77244,Houston,Harris,Box
77245,Houston,Harris,Box
77248,Houston,Harris,Box
77249,Houston,Harris,Box
77251,Houston,Harris,Box
77252,Houston,Harris,Box
77253,Houston,Harris,Box
77254,Houston,Harris,Box
77255,Houston,Harris,Box
77256,Houston,Harris,Box
77257,Houston,Harris,Box
77258,Houston,Harris,Box
77259,Houston,Harris,Box
77261,Houston,Harris,Box
77262,Houston,Harris,Box
77263,Houston,Harris,Box
77265,Houston,Harris,Box
77266,Houston,Harris,Box
77267,Houston,Harris,Box
77268,Houston,Harris,Box
77269,Houston,Harris,Box
77270,Houston,Harris,Box
77271,Houston,Harris,Box
77272,Houston,Harris,Box
77273,Houston,Harris,Box
77274,Houston,Harris,Box
77275,Houston,Harris,Box
77277,Houston,Harris,Box
77279,Houston,Harris,Box
77280,Houston,Harris,Box
77282,Houston,Harris,Box
77284,Houston,Harris,Box
77287,Houston,Harris,Box
77288,Houston,Harris,Box
77289,Houston,Harris,Box
77290,Houston,Harris,Box
77291,Houston,Harris,Box
77292,Houston,Harris,Box
77293,Houston,Harris,Box
77297,Houston,Harris,Unique
77299,Houston,Harris,Unique
77301,Conroe,Montgomery,Standard
77302,Conroe,Montgomery,Standard
77303,Conroe,Montgomery,Standard
77304,Conroe,Montgomery,Standard
77305,Conroe,Montgomery,Box
77306,Conroe,Montgomery,Standard
77315,Houston,Harris,Standard
77316,Montgomery,Montgomery,Standard
77318,Willis,Montgomery,Standard
77320,Huntsville,Walker,Standard
77325,Kingwood,Harris,Box
77326,Ace,Polk,Box
77327,Cleveland,Liberty,Standard
77328,Cleveland,Liberty,Standard
77331,Coldspring,Jacinto,Standard
77332,Dallardsville,Polk,Box
77333,Dobbin,Montgomery,Box
77334,Dodge,Walker,Box
77335,Goodrich,Polk,Standard
77336,Huffman,Harris,Standard
77337,Hufsmith,Harris,Box
77338,Humble,Harris,Standard
77339,Kingwood,Harris,Standard
77340,Huntsville,Walker,Standard
77341,Huntsville,Walker,Unique
77342,Huntsville,Walker,Box
77343,Huntsville,Walker,Unique
77344,Huntsville,Walker,Unique
77345,Kingwood,Harris,Standard
77346,Humble,Harris,Standard
77347,Humble,Harris,Box
77348,Huntsville,Walker,Unique
77349,Huntsville,Walker,Unique
77350,Leggett,Polk,Box
77351,Livingston,Polk,Standard
77353,Magnolia,Montgomery,Box
77354,Magnolia,Montgomery,Standard
77355,Magnolia,Montgomery,Standard
77356,Montgomery,Montgomery,Standard
77357,Caney,Montgomery,Standard
77358,Waverly,Walker,Standard
77359,Oakhurst,Jacinto,Standard
77360,Onalaska,Polk,Standard
77362,Pinehurst,Montgomery,Standard
77363,Plantersville,Grimes,Standard
77364,Pointblank,Jacinto,Standard
77365,Porter,Montgomery,Standard
77367,Riverside,Walker,Box
77368,Romayor,Liberty,Box
77369,Rye,Liberty,Box
77371,Shepherd,Jacinto,Standard
77372,Splendora,Montgomery,Standard
77373,Spring,Harris,Standard
77374,Thicket,Hardin,Box
77375,Tomball,Harris,Standard
77376,Votaw,Hardin,Box
77377,Tomball,Harris,Standard
77378,Willis,Montgomery,Standard
77379,Spring,Harris,Standard
77380,Spring,Montgomery,Standard
77381,Spring,Montgomery,Standard
77382,Spring,Montgomery,Standard
77383,Spring,Harris,Box
77384,Conroe,Montgomery,Standard
77385,Conroe,Montgomery,Standard
77386,Spring,Montgomery,Standard
77387,Spring,Montgomery,Box
77388,Spring,Harris,Standard
77389,Spring,Harris,Standard
77391,Spring,Harris,Box
77393,Spring,Montgomery,Box
77396,Humble,Harris,Standard
77399,Livingston,Polk,Unique
77401,Bellaire,Harris,Standard
77402,Bellaire,Harris,Box
77404,City,Matagorda,Box
77406,Richmond,Bend,Standard
77407,Richmond,Bend,Standard
77410,Cypress,Harris,Box
77411,Alief,Harris,Box
77412,Altair,Colorado,Box
77413,Barker,Harris,Box
77414,City,Matagorda,Standard
77415,Lane,Matagorda,Box
77417,Beasley,Bend,Standard
77418,Bellville,Austin,Standard
77419,Blessing,Matagorda,Box
77420,Boling,Wharton,Standard
77422,Brazoria,Brazoria,Standard
77423,Brookshire,Waller,Standard
77426,Hill,Washington,Standard
77428,Collegeport,Matagorda,Box
77429,Cypress,Harris,Standard
77430,Damon,Brazoria,Standard
77431,Danciger,Brazoria,Box
77432,Danevang,Wharton,Box
77433,Cypress,Harris,Standard
77434,Lake,Colorado,Standard
77435,Bernard,Wharton,Standard
77436,Egypt,Wharton,Box
77437,Campo,Wharton,Standard
77440,Elmaton,Matagorda,Box
77441,Fulshear,Bend,Standard
77442,Garwood,Colorado,Standard
77443,Flora,Wharton,Box
77444,Guy,Bend,Standard
77445,Hempstead,Waller,Standard
77446,View,Waller,Box
77447,Hockley,Harris,Standard
77448,Hungerford,Wharton,Box
77449,Katy,Harris,Standard
77450,Katy,Harris,Standard
77451,Kendleton,Bend,Box
77452,Kenney,Austin,Box
77453,City,Wharton,Box
77454,Lissie,Wharton,Box
77455,Louise,Wharton,Standard
77456,Markham,Matagorda,Box
77457,Matagorda,Matagorda,Box
77458,Midfield,Matagorda,Box
77459,City,Bend,Standard
77460,Nada,Colorado,Box
77461,Needville,Bend,Standard
77463,Ocean,Brazoria,Box
77464,Orchard,Bend,Box
77465,Palacios,Matagorda,Standard
77466,Pattison,Waller,Box
77467,Pierce,Wharton,Box
77468,Pledger,Matagorda,Standard
77469,Richmond,Bend,Standard
77470,Island,Colorado,Box
77471,Rosenberg,Bend,Standard
77473,Felipe,Austin,Box
77474,Sealy,Austin,Standard
77475,Sheridan,Colorado,Box
77476,Simonton,Bend,Box
77477,Stafford,Bend,Standard
77478,Land,Bend,Standard
77479,Land,Bend,Standard
77480,Sweeny,Brazoria,Standard
77481,Thompsons,Bend,Box
77482,Vleck,Matagorda,Standard
77483,Wadsworth,Matagorda,Box
77484,Waller,Harris,Standard
77485,Wallis,Austin,Standard
77486,Columbia,Brazoria,Standard
77487,Land,Bend,Box
77488,Wharton,Wharton,Standard
77489,City,Bend,Standard
77491,Katy,Harris,Box
77492,Katy,Harris,Box
77493,Katy,Harris,Standard
77494,Katy,Bend,Standard
77496,Land,Bend,Box
77497,Stafford,Bend,Box
77498,Land,Bend,Standard
77501,Pasadena,Harris,Box
77502,Pasadena,Harris,Standard
77503,Pasadena,Harris,Standard
77504,Pasadena,Harris,Standard
77505,Pasadena,Harris,Standard
77506,Pasadena,Harris,Standard
77507,Pasadena,Harris,Standard
77508,Pasadena,Harris,Box
77510,Fe,Galveston,Standard
77511,Alvin,Brazoria,Standard
77512,Alvin,Brazoria,Box
77514,Anahuac,Chambers,Standard
77515,Angleton,Brazoria,Standard
77516,Angleton,Brazoria,Box
77517,Fe,Galveston,Standard
77518,Bacliff,Galveston,Standard
77519,Batson,Hardin,Standard
77520,Baytown,Harris,Standard
77521,Baytown,Harris,Standard
77522,Baytown,Harris,Box
77523,Baytown,Chambers,Standard
77530,Channelview,Harris,Standard
77531,Clute,Brazoria,Standard
77532,Crosby,Harris,Standard
77533,Daisetta,Liberty,Box
77534,Danbury,Brazoria,Standard
77535,Dayton,Liberty,Standard
77536,Park,Harris,Standard
77538,Devers,Liberty,Standard
77539,Dickinson,Galveston,Standard
77541,Freeport,Brazoria,Standard
77542,Freeport,Brazoria,Box
77545,Fresno,Bend,Standard
77546,Friendswood,Galveston,Standard
77547,Park,Harris,Standard
77549,Friendswood,Galveston,Box
77550,Galveston,Galveston,Standard
77551,Galveston,Galveston,Standard
77552,Galveston,Galveston,Box
77553,Galveston,Galveston,Box
77554,Galveston,Galveston,Standard
77555,Galveston,Galveston,Unique
77560,Hankamer,Chambers,Standard
77561,Hardin,Liberty,Box
77562,Highlands,Harris,Standard
77563,Hitchcock,Galveston,Standard
77564,Hull,Liberty,Standard
77565,Kemah,Galveston,Standard
77566,Jackson,Brazoria,Standard
77568,Marque,Galveston,Standard
77571,Porte,Harris,Standard
77572,Porte,Harris,Box
77573,City,Galveston,Standard
77574,City,Galveston,Box
77575,Liberty,Liberty,Standard
77577,Liverpool,Brazoria,Standard
77578,Manvel,Brazoria,Standard
77580,Belvieu,Chambers,Box
77581,Pearland,Brazoria,Standard
77582,Raywood,Liberty,Box
77583,Rosharon,Brazoria,Standard
77584,Pearland,Brazoria,Standard
77585,Saratoga,Hardin,Standard
77586,Seabrook,Harris,Standard
77587,Houston,Harris,Standard
77588,Pearland,Brazoria,Box
77590,City,Galveston,Standard
77591,City,Galveston,Standard
77592,City,Galveston,Box
77597,Wallisville,Chambers,Standard
77598,Webster,Harris,Standard
77611,City,Orange,Standard
77612,Buna,Jasper,Standard
77613,China,Jefferson,Box
77614,Deweyville,Newton,Box
77615,Evadale,Jasper,Box
77616,Fred,Tyler,Standard
77617,Gilchrist,Galveston,Box
77619,Groves,Jefferson,Standard
77622,Hamshire,Jefferson,Standard
77623,Island,Galveston,Box
77624,Hillister,Tyler,Standard
77625,Kountze,Hardin,Standard
77626,Mauriceville,Orange,Box
77627,Nederland,Jefferson,Standard
77629,Nome,Jefferson,Box
77630,Orange,Orange,Standard
77631,Orange,Orange,Box
77632,Orange,Orange,Standard
77639,Orangefield,Orange,Box
77640,Arthur,Jefferson,Standard
77641,Arthur,Jefferson,Box
77642,Arthur,Jefferson,Standard
77643,Arthur,Jefferson,Box
77650,Bolivar,Galveston,Box
77651,Neches,Jefferson,Standard
77655,Pass,Jefferson,Standard
77656,Silsbee,Hardin,Standard
77657,Lumberton,Hardin,Standard
77659,Lake,Hardin,Standard
77660,Spurger,Tyler,Standard
77661,Stowell,Chambers,Box
77662,Vidor,Orange,Standard
77663,Mills,Hardin,Box
77664,Warren,Tyler,Standard
77665,Winnie,Chambers,Standard
77670,Vidor,Orange,Box
77701,Beaumont,Jefferson,Standard
77702,Beaumont,Jefferson,Standard
77703,Beaumont,Jefferson,Standard
77704,Beaumont,Jefferson,Box
77705,Beaumont,Jefferson,Standard
77706,Beaumont,Jefferson,Standard
77707,Beaumont,Jefferson,Standard
77708,Beaumont,Jefferson,Standard
77710,Beaumont,Jefferson,Box
77713,Beaumont,Jefferson,Standard
77720,Beaumont,Jefferson,Box
77725,Beaumont,Jefferson,Box
77726,Beaumont,Jefferson,Box
77801,Bryan,Brazos,Standard
77802,Bryan,Brazos,Standard
77803,Bryan,Brazos,Standard
77805,Bryan,Brazos,Box
77806,Bryan,Brazos,Box
77807,Bryan,Brazos,Standard
77808,Bryan,Brazos,Standard
77830,Anderson,Grimes,Standard
77831,Bedias,Grimes,Standard
77833,Brenham,Washington,Standard
77834,Brenham,Washington,Box
77835,Burton,Washington,Standard
77836,Caldwell,Burleson,Standard
77837,Calvert,Robertson,Standard
77838,Chriesman,Burleson,Box
77840,Station,Brazos,Standard
77841,Station,Brazos,Box
77842,Station,Brazos,Box
77843,Station,Brazos,Unique
77844,Station,Brazos,Box
77845,Station,Brazos,Standard
77850,Concord,Leon,Box
77852,Deanville,Burleson,Box
77853,Box,Lee,Standard
77855,Flynn,Leon,Box
77856,Franklin,Robertson,Standard
77857,Gause,Milam,Box
77859,Hearne,Robertson,Standard
77861,Iola,Grimes,Standard
77862,Kurten,Brazos,Box
77863,Lyons,Burleson,Box
77864,Madisonville,Madison,Standard
77865,Marquez,Leon,Standard
77866,Millican,Brazos,Box
77867,Mumford,Robertson,Box
77868,Navasota,Grimes,Standard
77870,Baden,Robertson,Box
77871,Normangee,Leon,Standard
77872,Zulch,Madison,Standard
77873,Richards,Grimes,Standard
77875,Prairie,Grimes,Box
77876,Shiro,Grimes,Box
77878,Snook,Burleson,Box
77879,Somerville,Burleson,Standard
77880,Washington,Washington,Standard
77881,Wellborn,Brazos,Box
77882,Wheelock,Robertson,Box
77901,Victoria,Victoria,Standard
77902,Victoria,Victoria,Box
77903,Victoria,Victoria,Box
77904,Victoria,Victoria,Standard
77905,Victoria,Victoria,Standard
77950,Austwell,Refugio,Box
77951,Bloomington,Victoria,Box
77954,Cuero,Witt,Standard
77957,Edna,Jackson,Standard
77960,Fannin,Goliad,Box
77961,Francitas,Jackson,Box
77962,Ganado,Jackson,Standard
77963,Goliad,Goliad,Standard
77964,Hallettsville,Lavaca,Standard
77967,Hochheim,Witt,Box
77968,Inez,Victoria,Standard
77969,Salle,Jackson,Box
77970,Ward,Jackson,Box
77971,Lolita,Jackson,Standard
77973,Mcfaddin,Victoria,Box
77974,Meyersville,Witt,Standard
77975,Moulton,Lavaca,Standard
77976,Nursery,Victoria,Box
77977,Placedo,Victoria,Box
77978,Comfort,Calhoun,Box
77979,Lavaca,Calhoun,Standard
77982,Connor,Calhoun,Box
77983,Seadrift,Calhoun,Standard
77984,Shiner,Lavaca,Standard
77986,Sublime,Lavaca,Standard
77987,Home,Lavaca,Box
77988,Telferner,Victoria,Box
77989,Thomaston,Witt,Box
77990,Tivoli,Refugio,Standard
77991,Vanderbilt,Jackson,Box
77993,Weesatche,Goliad,Box
77994,Westhoff,Witt,Standard
77995,Yoakum,Lavaca,Standard
78001,Wells,Salle,Box
78002,Atascosa,Bexar,Standard
78003,Bandera,Bandera,Standard
78004,Bergheim,Kendall,Standard
78005,Bigfoot,Frio,Standard
78006,Boerne,Kendall,Standard
78007,Calliham,Mcmullen,Standard
78008,Campbellton,Atascosa,Standard
78009,Castroville,Medina,Standard
78010,Point,Kerr,Standard
78011,Charlotte,Atascosa,Standard
78012,Christine,Atascosa,Standard
78013,Comfort,Kendall,Standard
78014,Cotulla,Salle,Standard
78015,Boerne,Kendall,Standard
78016,Devine,Medina,Standard
78017,Dilley,Frio,Standard
78019,Encinal,Salle,Box
78021,Fowlerton,Salle,Standard
78022,West,Oak,Standard
78023,Helotes,Bexar,Standard
78024,Hunt,Kerr,Standard
78025,Ingram,Kerr,Standard
78026,Jourdanton,Atascosa,Standard
78027,Kendalia,Kendall,Standard
78028,Kerrville,Kerr,Standard
78029,Kerrville,Kerr,Box
78039,Coste,Medina,Standard
78040,Laredo,Webb,Standard
78041,Laredo,Webb,Standard
78042,Laredo,Webb,Box
78043,Laredo,Webb,Standard
78044,Laredo,Webb,Box
78045,Laredo,Webb,Standard
78046,Laredo,Webb,Standard
78050,Leming,Atascosa,Box
78052,Lytle,Atascosa,Standard
78054,Macdona,Bexar,Box
78055,Medina,Bandera,Standard
78056,Mico,Medina,Standard
78057,Moore,Frio,Standard
78058,Home,Kerr,Standard
78059,Natalia,Medina,Standard
78060,Oakville,Oak,Standard
78061,Pearsall,Frio,Standard
78062,Peggy,Atascosa,Box
78063,Creek,Bandera,Standard
78064,Pleasanton,Atascosa,Standard
78065,Poteet,Atascosa,Standard
78066,Medina,Medina,Standard
78067,Ygnacio,Zapata,Standard
78069,Somerset,Bexar,Standard
78070,Branch,Comal,Standard
78071,Rivers,Oak,Standard
78072,Tilden,Mcmullen,Standard
78073,Ormy,Bexar,Standard
78074,Waring,Kendall,Box
78075,Whitsett,Oak,Standard
78076,Zapata,Zapata,Standard
78101,Adkins,Bexar,Standard
78102,Beeville,Bee,Standard
78104,Beeville,Bee,Box
78107,Berclair,Goliad,Box
78108,Cibolo,Guadalupe,Standard
78109,Converse,Bexar,Standard
78111,Ecleto,Karnes,Standard
78112,Elmendorf,Bexar,Standard
78113,City,Karnes,Standard
78114,Floresville,Wilson,Standard
78115,Geronimo,Guadalupe,Box
78116,Gillett,Karnes,Standard
78117,Hobson,Karnes,Standard
78118,City,Karnes,Standard
78119,Kenedy,Karnes,Standard
78121,Vernia,Wilson,Standard
78122,Leesville,Gonzales,Standard
78123,Queeney,Guadalupe,Standard
78124,Marion,Guadalupe,Standard
78125,Mineral,Bee,Box
78130,Braunfels,Comal,Standard
78131,Braunfels,Comal,Box
78132,Braunfels,Comal,Standard
78133,Lake,Comal,Standard
78135,Braunfels,Comal,Standard
78140,Nixon,Gonzales,Standard
78141,Nordheim,Witt,Standard
78142,Normanna,Bee,Box
78143,Pandora,Wilson,Box
78144,Maria,Karnes,Box
78145,Pawnee,Bee,Box
78146,Pettus,Bee,Box
78147,Poth,Wilson,Box
78148,City,Bexar,Standard
78150,Randolph,Bexar,Standard
78151,Runge,Karnes,Standard
78152,Hedwig,Bexar,Standard
78154,Schertz,Guadalupe,Standard
78155,Seguin,Guadalupe,Standard
78156,Seguin,Guadalupe,Box
78159,Smiley,Gonzales,Standard
78160,Stockdale,Wilson,Standard
78161,Springs,Wilson,Standard
78162,Tuleta,Bee,Box
78163,Bulverde,Comal,Standard
78164,Yorktown,Witt,Standard
78201,Antonio,Bexar,Standard
78202,Antonio,Bexar,Standard
78203,Antonio,Bexar,Standard
78204,Antonio,Bexar,Standard
78205,Antonio,Bexar,Standard
78206,Antonio,Bexar,Standard
78207,Antonio,Bexar,Standard
78208,Antonio,Bexar,Standard
78209,Antonio,Bexar,Standard
78210,Antonio,Bexar,Standard
78211,Antonio,Bexar,Standard
78212,Antonio,Bexar,Standard
78213,Antonio,Bexar,Standard
78214,Antonio,Bexar,Standard
78215,Antonio,Bexar,Standard
78216,Antonio,Bexar,Standard
78217,Antonio,Bexar,Standard
78218,Antonio,Bexar,Standard
78219,Antonio,Bexar,Standard
78220,Antonio,Bexar,Standard
78221,Antonio,Bexar,Standard
78222,Antonio,Bexar,Standard
78223,Antonio,Bexar,Standard
78224,Antonio,Bexar,Standard
78225,Antonio,Bexar,Standard
78226,Antonio,Bexar,Standard
78227,Antonio,Bexar,Standard
78228,Antonio,Bexar,Standard
78229,Antonio,Bexar,Standard
78230,Antonio,Bexar,Standard
78231,Antonio,Bexar,Standard
78232,Antonio,Bexar,Standard
78233,Antonio,Bexar,Standard
78234,Houston,Bexar,Standard
78235,Antonio,Bexar,Standard
78236,Lackland,Bexar,Standard
78237,Antonio,Bexar,Standard
78238,Antonio,Bexar,Standard
78239,Antonio,Bexar,Standard
